month,lat,psl
5,88.11518324607329,102850.59879557331
5,89.05759162303664,102865.1184082028
5,90.0,102866.60937500019
6,-90.0,100883.51114908907
6,-89.05759162303664,100801.35679795982
6,-88.1151832460733,100641.72238498335
6,-87.17277486910994,100490.74945746563
6,-86.2303664921466,100345.35934787322
6,-85.28795811518324,100221.48139105868
6,-84.3455497382199,100089.45060221344
6,-83.40314136125654,99961.29790581675
6,-82.46073298429319,99842.02159288207
6,-81.51832460732984,99742.27102322006
6,-80.57591623036649,99691.7455512156
6,-79.63350785340315,99677.6102159293
6,-78.69109947643979,99663.35422092034
6,-77.74869109947645,99603.30531141446
6,-76.80628272251309,99519.15275065157
6,-75.86387434554973,99416.56263563404
6,-74.92146596858639,99285.15690104196
6,-73.97905759162303,99165.35432942663
6,-73.03664921465969,99045.85685221323
6,-72.09424083769633,98932.72458224754
6,-71.15183246073298,98824.67909071187
6,-70.20942408376963,98703.2158745665
6,-69.26701570680629,98585.12502712669
6,-68.32460732984293,98480.69672309003
6,-67.38219895287958,98388.63335503436
6,-66.43979057591623,98313.06985134557
6,-65.49738219895288,98258.77007378524
6,-64.55497382198953,98217.60384114532
6,-63.61256544502618,98209.8620605464
6,-62.67015706806283,98238.35611979137
6,-61.72774869109948,98304.00086805555
6,-60.78534031413612,98395.87855360273
6,-59.84293193717278,98508.48931206543
6,-58.90052356020942,98640.81016710072
6,-57.95811518324607,98792.40351019999
6,-57.01570680628272,98959.96435546887
6,-56.07329842931937,99141.99424913205
6,-55.13089005235602,99334.6183810763
6,-54.18848167539267,99533.5858289928
6,-53.24607329842932,99734.24894205757
6,-52.303664921465966,99934.58927408876
6,-51.361256544502616,100131.45673285543
6,-50.41884816753927,100320.704861111
6,-49.47643979057592,100501.77883571989
6,-48.53403141361257,100671.93657769117
6,-47.59162303664922,100832.57432725665
6,-46.64921465968587,100982.55916341193
6,-45.70680628272251,101123.39496527839
6,-44.76439790575916,101253.87207031215
6,-43.82198952879581,101374.86884223024
6,-42.87958115183246,101488.48470052096
6,-41.93717277486911,101595.41970486067
6,-40.99476439790576,101694.95331488778
6,-40.05235602094241,101789.08588324612
6,-39.109947643979055,101876.93747287264
6,-38.167539267015705,101957.69487847245
6,-37.225130890052355,102031.21191406199
6,-36.282722513089006,102096.08203124964
6,-35.340314136125656,102152.25767686688
6,-34.397905759162306,102200.02001953196
6,-33.455497382198956,102240.88690863697
6,-32.5130890052356,102272.8505045578
6,-31.57068062827225,102296.92374674448
6,-30.6282722513089,102310.37079535521
6,-29.68586387434555,102313.846462673
6,-28.7434554973822,102307.76060655326
